id,dataset,label,membership,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion
WikiMIA_WikiMIA_length256_00000.txt,wikimia_length256,1,member,2,0.5082902312278748,0.3085714285714286,0.0,"Hurricane Ana was the second tropical cyclone in 2014 to threaten the U.S. state of Hawaii with a direct hit, after Iselle in August. The twenty-first named storm and fifteenth hurricane of the 2014 Pacific hurricane season, Ana formed from a disturbance that formed in the Central Pacific in mid-October. It rapidly consolidated, and a tropical depression developed by October 13. Aided by favorable conditions, Ana gradually strengthened while moving westward, threatening to pass over the island chain of Hawaii once or several times as indicated by early forecasts. By October 17, it had strengthened to a hurricane south of Hawaii and reached its"," peak intensity shortly afterwards while also making its closest approach. Afterwards, Ana weakened and began to fluctuate in intensity as it turned to the north and eventually northeast as it rounded a subtropical ridge and interacted with a cold front before becoming a hurricane briefly again on October 25. Ana transitioned into an extratropical cyclone on October 26, and raced across the northwest Pacific before dissipating by October 28 after it came ashore in Western Canada. Because Ana was originally forecasted to strike the Big Island of Hawaii early in its life, tropical storm watches and eventually warnings were issued in advance of the storm. These were later expanded across nearly"," peak intensity of  as a Category 1 hurricane. The storm then began to weaken, and by October 19, it had weakened to a tropical storm. The storm continued to weaken, and by October 21, it had weakened to a tropical depression. The storm then dissipated on October 22.

Preparations

The National Weather Service issued a tropical storm watch for Hawaii on October 15, and a tropical storm warning for Hawaii on October 16. The watches and warnings were discontinued on October 17.

The National Weather Service issued a tropical storm watch for Hawaii on October 16, and a tropical storm warning"
WikiMIA_WikiMIA_length256_00001.txt,wikimia_length256,1,member,0,1.0,0.20897832817337458,0.0,"The 2013–2016 epidemic of Ebola virus disease, centered in Western Africa, was the most widespread outbreak of the disease in history. It caused major loss of life and socioeconomic disruption in the region, mainly in Guinea, Liberia and Sierra Leone. The first cases were recorded in Guinea in December 2013; later, the disease spread to neighbouring Liberia and Sierra Leone, with minor outbreaks occurring in Nigeria and Mali. Secondary infections of medical workers occurred in the United States and Spain. In addition, isolated cases were recorded in Senegal, the United Kingdom and Italy. The number of cases peaked in October 2014 and then began to decline gradually,"," following the commitment of substantial international resources. It caused significant mortality, with a considerable case fatality rate. By the end of the epidemic, 28,616 people had been infected; of these, 11,310 had died, for a case-fatality rate of 40%. As of 8 May 2016, the World Health Organization (WHO) and respective governments reported a total of 28,646 suspected cases and 11,323 deaths (39.5%), though the WHO believes that this substantially understates the magnitude of the outbreak.On 8 August 2014, a Public Health Emergency of International Concern was declared and on 29 March 2016, the WHO"," with the last case reported in March 2016. The epidemic was declared over in July 2016.

The outbreak was caused by the Ebola virus, which is a member of the Filoviridae family of viruses. The virus is transmitted to humans by direct contact with the blood or bodily fluids of infected animals, or by contact with infected tissues or secretions. The virus is spread by direct contact with the blood or bodily fluids of infected animals, or by contact with infected tissues or secretions. The virus is transmitted to humans by direct contact with the blood or bodily fluids of infected animals, or by contact with infected tissues or secretions.
"
WikiMIA_WikiMIA_length256_00002.txt,wikimia_length256,1,member,0,1.0,0.25757575757575757,1.1092359660460981e-31,"The case of Ashya King concerns a boy named Ashya King, who had a brain tumour. His parents, Brett and Naghemeh King, took their son out of Southampton General Hospital (England) in August 2014 over a disagreement with doctors regarding his treatment.Ashya had a medulloblastoma, which was successfully removed through surgery on 24 July 2014. He received further neurosurgery on 22 August.His parents desired their son be treated with proton therapy, which they felt was less harmful than conventional radiotherapy. At that time, the National Health Service (NHS) did not provide proton therapy in the United Kingdom. However,"," it has funded treatment abroad since April 2008 where evidence has shown there to be benefit. In this case, the doctors did not support moving the boy so that he could get proton therapy and, in response, on 28 August 2014, the parents took their son out of the hospital without informing the medical team and boarded a ferry to France.The same day, an international manhunt for Ashya and his parents commenced. and, on 30 August, they were found in Velez Malaga, Spain. The parents were arrested and their son was sent to a local hospital for urgent treatment.On 2 September 2014, following public outcry"," the NHS did provide proton therapy in the United States. The King family was told that the NHS would not provide proton therapy in the United Kingdom. However, the NHS did provide proton therapy in the United States. The King family was told that the NHS would not provide proton therapy in the United Kingdom. However, the NHS did provide proton therapy in the United States. The King family was told that the NHS would not provide proton therapy in the United Kingdom. However, the NHS did provide proton therapy in the United States. The King family was told that the NHS would not provide proton therapy in the United Kingdom. However, the NHS did provide"
WikiMIA_WikiMIA_length256_00003.txt,wikimia_length256,0,non_member,0,1.0,0.20642978003384094,1.0262333356848184e-28,"The 16th Houston Film Critics Society Awards were announced on February 18, 2023, at the Midtown Arts & Theater Center Houston (MATCH) in Texas. The nominations were announced on January 10, 2023, with The Banshees of Inisherin and Everything Everywhere All at Once leading the nominations with nine each. Both films won the most awards with three each, with Everything Everywhere All at Once winning Best Picture. The nominees for the Texas Independent Film Award were announced on December 7, 2022.Hosted by local film critics and film industry notables, the event featured live, abridged performances"," of the five Best Original Song nominees, which went to ""Naatu Naatu"" from RRR, and the awarding of the Texas Independent Film Award. ""As the industry continues to debate how we should experience the magic of film, moviemakers continue to imagine creative stories about compelling people,"" said Douglas Harris, HFCS President. ""This year, the films we honor showcase a community daring to rethink, refresh and reinvent,"" she concluded.The performances of the five nominated songs were performed by local performers Sheleah Monea, Cameron Starnes, and Sankar Narayanan, under the direction of"," by the Houston Symphony Orchestra, Houston Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet, Houston Ballet Youth Ballet"
WikiMIA_WikiMIA_length256_00004.txt,wikimia_length256,1,member,2,0.4371887147426605,0.25,4.1102503070632593e-35,"The Cuban thaw (Spanish: Deshielo cubano) was the normalization of Cuba–United States relations that began in December 2014 ending a 54-year stretch of hostility between the nations. In March 2016, Barack Obama became the first U.S. president to visit Cuba since Calvin Coolidge, in 1928.On December 17, 2014, U.S. President Barack Obama and Cuban leader Raúl Castro announced the beginning of the process of normalizing relations between Cuba and the United States. The normalization agreement was secretly negotiated in preceding months, facilitated by Pope Francis and largely hosted by the Government of Canada. Meetings were"," held in both Canada and Vatican City. The agreement would see the lifting of some U.S. travel restrictions, fewer restrictions on remittances, U.S. banks' access to the Cuban financial system, and the reopening of the U.S. embassy in Havana and the Cuban embassy in Washington, which both closed in 1961 after the breakup of diplomatic relations as a result of Cuba's close alliance with the USSR.On April 14, 2015, the Obama administration announced that Cuba would be removed from the United States State Sponsors of Terrorism list. With no congressional action to block this within the permitted time period,"," held in Havana, Washington, D.C., and New York City. The agreement was signed on December 17, 2014, and was ratified by the United Nations General Assembly on December 18, 2014. The agreement was signed by the United States, Cuba, and the Holy See. The agreement was ratified by the United Nations General Assembly on December 18, 2014. The agreement was signed by the United States, Cuba, and the Holy See. The agreement was ratified by the United Nations General Assembly on December 18, 2014. The agreement was signed by the United States, Cuba, and the Holy See. The agreement was rat"
WikiMIA_WikiMIA_length256_00005.txt,wikimia_length256,0,non_member,0,1.0,0.28959276018099545,4.094742380735046e-27,"On January 19, 2023, the United States hit its debt ceiling, beginning an ongoing debt-ceiling crisis. In response, Janet Yellen, the secretary of the treasury, began enacting temporary ""extraordinary measures"". The crisis is part of a political debate within Congress about federal government spending and the national debt that the U.S. government accrues.In the United States, the debt ceiling is a limit on how much national debt the Treasury Department may incur, defined by Congress. Although the debt ceiling does not authorize new spending, it grants the Treasury greater power over financial endeavors Congress may choose to take. In"," January 2013, the United States hit the debt ceiling, causing a crisis that persisted until that October, when the Continuing Appropriations Act of 2014 was signed into law by President Barack Obama. Since then, the debt ceiling has been increased multiple times, the most recent one raising it to $31.4 trillion in December 2021.According to reports from Wells Fargo, if the United States does not raise the debt ceiling, the government will begin defaulting on its debts starting sometime between early July and early September. In that event, the Treasury would have to either default on payments to bondholders or immediately curtail payment of funds owed to"," the United States, the debt ceiling is set by the U.S. Congress, and is not subject to the approval of the President. The debt ceiling is set by the U.S. Congress, and is not subject to the approval of the President.

The debt ceiling is a limit on how much national debt the Treasury Department may incur, defined by Congress. Although the debt ceiling does not authorize new spending, it grants the Treasury greater power over financial endeavors Congress may choose to take. In the United States, the debt ceiling is set by the U.S. Congress, and is not subject to the approval of the"
WikiMIA_WikiMIA_length256_00006.txt,wikimia_length256,1,member,0,1.0,0.24366197183098592,1.4644930521044603e-35,"The 2014 Gaza War, also known as Operation Protective Edge (Hebrew: מִבְצָע צוּק אֵיתָן, romanized: Miv'tza Tzuk Eitan, lit. 'Operation Strong Cliff'), was a military operation launched by Israel on 8 July 2014 in the Gaza Strip, a Palestinian territory that has been governed by Hamas since 2007. Following the kidnapping and murder of three Israeli teenagers in the West Bank by Hamas-affiliated Palestinian militants, the Israel Defense Forces (IDF) initiated Operation Brother's Keeper,"," in which some 350 Palestinians, including nearly all of the active Hamas militants in the West Bank, were arrested. Hamas subsequently fired a greater number of rockets into Israel from the Gaza Strip, triggering a seven-week-long conflict between the two sides. It was one of the deadliest outbreaks of open conflict between Israel and the Palestinians in decades. The combination of Palestinian rocket attacks and Israeli airstrikes resulted in thousands of deaths, the vast majority of which were Gazan Palestinians.The Israeli military operation aimed to stop rocket fire into Israel from the Gaza Strip. Conversely, Hamas' attacks aimed to bring international pressure onto Israel with the strategic goal"," a military operation to locate and rescue the three teenagers. The operation was launched after the IDF received intelligence that Hamas was planning to kidnap Israeli teenagers in the West Bank.

The operation was launched after the kidnapping and murder of three Israeli teenagers in the West Bank by Hamas-affiliated Palestinian militants, the IDF received intelligence that Hamas was planning to kidnap Israeli teenagers in the West Bank. The operation was launched after the IDF received intelligence that Hamas was planning to kidnap Israeli teenagers in the West Bank.

The operation was launched after the kidnapping and murder of three Israeli teenagers in the West Bank by Hamas-aff"
WikiMIA_WikiMIA_length256_00007.txt,wikimia_length256,0,non_member,0,1.0,0.23013245033112584,7.559492587461136e-06,"The floods in South Africa in February-March 2023 were caused by heavy rainfall as a result of the La Niña weather phenomenon, affecting seven provinces, including Eastern Cape, Northern Cape, Mpumalanga, KwaZulu-Natal, and North West. The floods have caused casualties and damage to homes, businesses, basic infrastructure, roads, bridges and affected crops and livestock. At least twelve people have died across the provinces and others are missing. In addition to that, two more fatalities have been reported in King Sabata Dalindyebo Local Municipality (Eastern Cape Province), and one person in K","omani Town (formerly Queenstown). Several people have been evacuated in Lekwa Local Municipality and residents in the area of Vaal, Vanderkloof, and Bloemhof dams along the Orange River (Northern Cape Province) were invited to evacuate after controlled water discharge operate by local authorities. In Mpumalanga province, about 300 families have been evacuated.The South African Weather Service predicted ""persistent and heavy"" rains ahead, with the risk of further flooding due to ""waterlogged soils and saturated rivers"".In response to the floods, President Cyril Ramaphosa declared on February 13 the","waZulu-Natal.

The floods in South Africa in February-March 2023 were caused by heavy rainfall as a result of the La Niña weather phenomenon, affecting seven provinces, including Eastern Cape, Northern Cape, Mpumalanga, KwaZulu-Natal, and North West. The floods have caused casualties and damage to homes, businesses, basic infrastructure, roads, bridges and affected crops and livestock. At least twelve people have died across the provinces and others are missing. In addition to that, two more fatalities have been reported in King Sabata Dalindyebo Local Municipality (E"
WikiMIA_WikiMIA_length256_00008.txt,wikimia_length256,1,member,1,0.30057626962661743,0.2744252873563219,0.0,Conference of Western Balkan States was a 28 August 2014 conference of heads of states and governments of Western Balkans region initiated by German chancellor Angela Merkel. An idea for organization of conference came in light of the celebration of the 100th anniversary of the beginning of World War I. It is the first conference in this framework and organizers expressed their desire to continue it in future with Vienna and Paris mentioned as a potential next hosts after Berlin (so called Berlin Process). Günther Oettinger confirmed at conference that event will be organised annually with Vienna as a host city in 2015 and Paris in 2016.The German chancellor announced intention to organize a," conference on 7 June 2014. Invitation for participation was sent to all the countries of South Eastern Europe including Croatia and Slovenia that were already members of the European Union at the time of conference.The main intention was to show commitment for process of Future enlargement of the European Union, little progress of Bosnia and Herzegovina and Macedonia in that process and relations of Serbia with Russia in the light of International sanctions during the 2014 pro-Russian unrest in Ukraine.During the Foreign Ministers’ segment, Albanian Foreign Minister Bushati underlined the importance of making this initiative periodical, as well as finding the right instruments to enable"," conference of Western Balkan states in Berlin in 2015.

The conference was held in Berlin on 28 August 2014.

Participants

The conference was attended by the following heads of state and government:

See also
Western Balkans

References

External links

Category:2014 conferences
Category:2014 in Germany
Category:2014 in international relations
Category:2014 in international relations
Category:2014 in Berlin
Category:2014 in the European Union
Category:2014 in the European Union
Category:2014 in the European Union
Category:2014 in the European Union
Category:2014 in the European"
WikiMIA_WikiMIA_length256_00009.txt,wikimia_length256,1,member,0,1.0,0.22294022617124398,7.074934495678276e-30,"The war on terror, officially the Global War on Terrorism (GWOT), is a global counterterrorism military campaign initiated by the United States following the September 11 attacks and is also the most recent global conflict spanning multiple wars. The main targets of the campaign were militant Islamist and Salafi jihadist armed organisations such as Al-Qaeda, the Islamic State, and their international affiliates, which were waging military insurgencies to overthrow governments of various Muslim-majority countries. Other major targets included the Ba'athist regime in Iraq, which was toppled during an invasion in 2003, and various militant factions that fought during the"," ensuing Iraqi insurgency. The ""war on terror"" was officially declared over in May 2010 and again in May 2013. Other American military campaigns during the 2010s have also been considered part of the ""war on terror"" by individuals and the media. With the major wars over and only low-level fighting in some places, the end of the war in Afghanistan in August 2021 marks for most people the end of the war on terror, or at least its main phase. The United States Military ceased awarding the National Defense Service Medal for the Global War on Terror on December 31, 2022. Some consider the campaign to be ongoing.The """," Syrian Civil War.

The GWOT is a global counterterrorism campaign, which is a response to the 9/11 attacks and the subsequent wars in Afghanistan and Iraq. The GWOT is a global counterterrorism campaign, which is a response to the 9/11 attacks and the subsequent wars in Afghanistan and Iraq. The GWOT is a global counterterrorism campaign, which is a response to the 9/11 attacks and the subsequent wars in Afghanistan and Iraq. The GWOT is a global counterterrorism campaign, which is a response to the 9/11 attacks and the subsequent wars in Afghanistan and Iraq. The GWOT is a global"
