id,dataset,label,membership,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion
booktection_06344_A.txt,booktection,1,member,2,0.0634111687541008,0.2517985611510791,0.0,"Valancourt, who heard these calls, and also the repeated name of Emily, instantly understood the subject of his distress; and, almost forgetting his own condition, he hastened to her relief. She was reviving when he reached the carriage; and then, understanding that anxiety for him had occasioned her indisposition",", he assured her, in a voice that trembled, but not from anguish, that his wound was of no consequence. While he said this St. Aubert turned round, and perceiving that he was still bleeding, the subject of his alarm changed again, and he hastily formed some handkerchiefs into a",", he was more than ever desirous to be of her assistance. He was, however, obliged to wait till she was sufficiently recovered to be able to walk. He then took her hand, and led her to the house, where he found her mother, who was in great distress, and who, in her"
booktection_13775_A.txt,booktection,0,non_member,1,0.11264245957136154,0.2592592592592593,6.98949401073244e-38,"She pulled her leg back out of the window and stood beside me once again. One of her friends, who was probably very drunk at the time, claims that she saw the bookshop. Not only saw it, but walked inside. I said nothing. I couldnt risk opening my mouth to speak. It was back"," in the sixties, so, you know  hallucinogenic drugs and stuff. But I figured youd want to know. Anyway, I really have to go. With that, she slipped back inside and shut the window behind her. I stayed on the patch of ground where the bookshop should have been and walked"," in 1998, and I was 17. I was a student at the University of the West Indies, and I was studying English literature. I was a very good student, and I had a very good teacher. Her name was Dr. Mary. She was a very nice woman, and she"
booktection_15728_A.txt,booktection,0,non_member,0,1.0,0.275,0.0,"But shed kept the secret to herself. What had she been waiting for? The right moment? A big surprise? How foolish shed been. She touched her stomach, still flat as a board, the tiny bit of life within her undetectable at about eight weeks from conception. To be fair, she thought, shed"," barely found out herself and then . . . oh, God. The fight. The horrible screaming match that had occurred before shed left the house on the night of the attack. Shed been leaving for her yoga class and what had started out as the same old argument about her working had escalated. Shed considered telling him about the"," had been waiting for a long time. Shed had first noticed the change in her cycle about a year ago. Shed had been freaking out at first, not knowing what it meant. Shed's doctor had reassured her, told her that Shed was not the first, that it would all work out in the end. And"
booktection_09652_A.txt,booktection,1,member,0,1.0,0.28474576271186436,1.0981740285133493e-19,"They descended the staircase together,--gaunt, sallow Hepzibah, and pale, emaciated, age-stricken Clifford! They pulled open the front door, and stepped across the threshold, and felt, both of them, as if they were standing in the presence of the whole world, and with"," mankind's great and terrible eye on them alone. The eye of their Father seemed to be withdrawn, and gave them no encouragement. The warm sunny air of the street made them shiver. Their hearts quaked within them at the idea of taking one step farther. ""It cannot be, Hepzibah!--it"," the whole world before them. They were in the presence of the whole world, and the whole world was before them. They were in the presence of the whole world, and the whole world was before them. They were in the presence of the whole world, and the whole world was before them. They were in the"
booktection_15876_A.txt,booktection,0,non_member,1,0.7512979507446289,0.29323308270676696,4.831348491184011e-32,"The light refracted from each triangle was an opulence rivaling the open skies. It looks like a honeycomb, Sefa said. They are called muqarnas, Arin said. Omal is not their original place of conception. Jasad is, I said. Half the Omal palace possessed aspects", of Jasads architecture. The only part that originates from Omal is the audacity. Muqarnas date back to Jasads Awal. Rovial designed them for his kingdom. Each muqarna is meant to hold a small focal point of magic shining down on Jasads vulnerable. The dying came to, of the original design. The other half was a replica. The original design was a maze of muqarnas. The maze was a maze of muqarnas. The maze was a maze of muqarnas. The maze was a maze of muqarnas. The maze was a maze of mu
booktection_15328_A.txt,booktection,0,non_member,3,0.0010370262898504734,0.28076923076923077,1.9538247826825314e-29,"Of course, I mumble. Its just Hazel said she was treating me. Perhaps you could put it on your credit card and settle up with her later? She doesnt understand. Its not that I cant afford itI literally cant pay. I dont have enough cash, and I no longer have a credit card. My"," credit card was stolen, I tell her, my voice wavering. Let me call Hazel. I step away from the desk and open my phone. Finding Hazels number in my contacts, I dial. Hello? Her voice sounds small, far away. Hazel, its Lee. I feel awkward and embarrassed, but I"," credit card was cancelled when I was arrested. I dont have a job, and I dont have a credit card. I dont have a credit card. I dont have a job. I dont have a credit card. I dont have a job. I dont have a credit card. I dont have a job. I dont"
booktection_09153_A.txt,booktection,1,member,1,0.9988951683044434,0.2542372881355932,9.039861888332008e-32,"The taste of the usual was like cinders in his mouth, and there were moments when he felt as if he were being buried alive under his future. He heard nothing of the Countess Olenska, or of the perfect little house, and though he met Beaufort at the club they merely nodded at each"," other across the whist-tables. It was not till the fourth evening that he found a note awaiting him on his return home. ""Come late tomorrow: I must explain to you. Ellen."" These were the only words it contained. The young man, who was dining out, thrust the note into his pocket,"," other. He was in a state of depression, and he was not in a state of depression because he was depressed. He was in a state of depression because he was not depressed. He was in a state of depression because he was not depressed. He was in a state of depression because he was not depressed. He"
booktection_16387_A.txt,booktection,0,non_member,1,0.26763033866882324,0.2872340425531915,0.0,"He edges in with his back to the lake, keeping a wide distance between us. I almost didnt, I lie. There is nothing that would have stopped me from being here. Im glad you did, he says. He looks taller and a little more gaunt than the last time I saw him, which was when"," he stepped over me, thinking I was dead, and disappeared into the dark like some kind of ghost. You said you were going to share something with me, I say, trying to keep my voice steady. He nods and takes a step toward me. This. He takes from his pocket a piece of folded paper and"," he was a boy. He is still handsome, but his eyes are sunken and his face is lined with the lines of a life lived in the shadow of death. He is a man who has seen too much, and he is a man who has seen too little. He is a man who has seen too much"
booktection_14335_A.txt,booktection,0,non_member,0,1.0,0.23574144486692017,0.0,"It wasnt just that Id trusted him. Id thought  But it didnt matter, did it? Whatever I felt, it was for a man who didnt exist. Ill let you two talk in private, Big Jim said. As he passed, he clapped me on the shoulder once. It was the only time I"," could recall him ever touching me, and it took all I had not to slide out from under his hand, my skin crawling. I didnt want anyone touching me. Not ever again. The door closed behind Jim. Cass rubbed my arm in a way Im sure was meant to be comforting."," ever saw him do that. I wasnt even sure he noticed me. I followed him into the building, and we went up a flight of stairs. He stopped in front of a door and knocked. When he heard the other side of the door open, he pushed the door open and I went in after him."
booktection_14441_A.txt,booktection,0,non_member,0,1.0,0.26739926739926745,5.878297154593426e-11,"Then another face, pale and terrified. The memories were far away, so far they no longer held a clear shape, and ran like water. But he knew he had been to this part of the wood before. How had he escaped, the first time? He was laughing and the sun was bright, and he tasted"," honey like a prayer on his lips. Who are you? He stopped, a stitch ripping into his side. His hand shook so hard the candle guttered in the lantern. Light was glimmering through the trees. He stepped towards it, so entranced that all fear left his bones. Above him, a long"," the air. He was laughing and the sun was bright, and he tasted the air. He was laughing and the sun was bright, and he tasted the air. He was laughing and the sun was bright, and he tasted the air. He was laughing and the sun was bright, and he tasted the air. He"
booktection_15192_A.txt,booktection,0,non_member,0,1.0,0.2857142857142857,1.8336112098484613e-33,"Despicable. And I dont believe it. And I justit was awful of me to Elsie. His tone is even and deep. Hey. Its okay. You already apologized. He doesnt get it. I know, but of all the things that happened today, it seems like the shittiest. And I"," cannot control any of thisnot my career tanking, not whether Im going to have health insurance or make rentbut I . . . I can control the way I react. So Im sorry I said it. About George. And about you. And . . . people do it to me all the time. In the"," dont know why. I mean, I know I was a little bit of a bitch. But I didnt mean to be. I just. I just. I just. I just. I just. I just. I just. I just. I just. I just. I just. I just. I just."
booktection_11471_A.txt,booktection,0,non_member,1,0.2962004840373993,0.2304526748971193,1.3372375062141379e-33,"Between the candlesticks there was a glass of water. Water is a good conduit, and the candles, like the box of salt, should protect you while also providing a welcoming space for the ghost. Now you understand the instructions, Lpez said as he handed Tristn a large notepad and a pen. Do"," you need to go over the words again? Im an actor. I can memorize lines, Tristn replied."," you want to write down the instructions, or do you want to just follow them? Tristn looked at the notepad and the pen. He had no idea what to do. He had no idea what to write. He had no idea what to do. He had no idea what to write. He had no"
booktection_07420_A.txt,booktection,1,member,1,0.3337925970554352,0.27142857142857146,6.242344090329876e-38,"I whipped my head around and saw her coming from a hall half-hidden behind the stairway. She had Bella cradled gently in her arms, a harsh sneer on her face for me. Like I’d brought her the greatest gift ever. I watched how carefully Rosalie laid Bella out on the couch. I"," watched how, despite that, Bella turned white and held her breath—like she was set on not making any noise no matter how much it hurt. He tried to make it look as if he was just sweeping her hair back, but it looked like a doctor’s examination to me. It doesn’t help us take care", watched her turn off the lights and lock the door. I watched her sit down on the edge of the couch and run her fingers through Bella’s hair. I watched her kiss the top of her head. I watched her sigh. I watched her get to her feet. I watched her pick up Bella. I watched her
booktection_04312_A.txt,booktection,1,member,1,0.9047987461090088,0.25,4.4988140690747165e-39,"Yes, you’re a lucky bitch,   my subconscious snaps.   But you have your work cut out with   him. He’s not going to want this vanilla crap forever . . . you’re going to have to compro-mise.   I glare mentally at her snarky, insolent face and rest"," my head against Christian’s chest. But deep down I know my subconscious is right, but I banish the thoughts. I don’t want to spoil my day."," my chin on my hand.   “I’m not going to let you get away with this, you know. I’m going to make you pay for this.”   “Oh, I’m sure you will, my dear,” she says, and I can hear the smirk in her voice.   “I’m sure"
booktection_01167_A.txt,booktection,1,member,3,0.05389513447880745,0.26639344262295084,0.0,"""Hungry, are you?"" ""Starving,"" said Harry, taking a large bite out of a pumpkin pasty. Ron had taken out a lumpy package and unwrapped it. There were four sandwiches inside. He pulled one of them apart and said, ""She always forgets I don't like corned"," beef."" ""Swap you for one of these,"" said Harry, holding up a pasty. ""Go on -- "" ""You don't want this, it's all dry,"" said Ron."," beef."" ""I'll have the pumpkin pasty,"" said Hermione, ""and Ron, you can have the sandwiches. I'm full."" ""I'm not,"" said Ron, ""and besides, I'm not very hungry."" Harry and Hermione began to eat their pasty. Ron ate the sandwiches. After they had"
booktection_15354_A.txt,booktection,0,non_member,0,1.0,0.2230215827338129,2.2608933044677854e-33,"Its replicating the dynamics of the family you grew up in? He nodded and set his drink on the bar. I remember turning thirty and Id just won this big award in the music industry Oh, come on, I said. Dont be modest. He grinned. The Grammy for Album of the Year. Thank you for"," offering me that opportunity. If I won a Grammy for Album of the Year, Id carry it with me at all times, including now. Its a little statue of a record player, right? Except that you have won Emmys, so that doesnt really check out. Unless theyre in there? He nodded down toward"," the kind words, but I'm not modest. I'm just honest. I'm not afraid to say what I think, even if it means being unpopular. I'm not afraid to say what I think, even if it means being unpopular. I'm not afraid to say what I think, even if it means being"
booktection_10894_A.txt,booktection,0,non_member,2,0.03192377835512161,0.22529644268774707,6.714997282742926e-21,"And Peter was nothing like Leonard. When she arrived at the house, he came down the steps as she came up. Hoping Ill make it, he said and yanked open his car door. Inside, Ella sat in bed with a popsicle. Maud put her hand on her forehead, which didnt feel too"," hot. My throats on fire and Dads pissed, Ella said. Ignoring the comment, Maud plumped the pillows.", hot. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was just tired. She was
booktection_13630_A.txt,booktection,0,non_member,1,0.5249127149581909,0.28075709779179814,0.0,"If anyone saw her with Bastian and grass stains on her skirt, the conclusion they drew would have nothing to do with that kind of riding. When she took the princes proffered arm, she could feel his muscles move beneath his silken sleeve. More defined than shed expect from a pampered royal; an incon","gruous roughness, like the scar through his eyebrow and the calluses on his hands. Lore and the Sun Prince strolled casually down the clear paths cut into the forest, winding trails carefully designed to look natural while being anything but. A slight breeze fluttered at Bastians hair, worn down, waving dark against","gruity that was the more striking for being so obvious. She could feel his eyes on her, and she smiled at him. She was a woman, and she was beautiful. She was a woman, and she was a virgin. She was a woman, and she was everything that he had never had and everything that"
booktection_03834_A.txt,booktection,1,member,1,0.8921677470207214,0.28195488721804507,2.7087136177171393e-14,"He answered nothing. Will you, or will you not, quit me? I now demanded in a sudden passion, advancing close to him. I would prefer not to quit you, he replied, gently emphasizing the not. What earthly right have you to stay here? Do you pay any rent? Do you pay my taxes","? Or is this property yours? He answered nothing. Are you ready to go on and write now? Are your eyes recovered? Could you copy a small paper for me this morning? or help examine a few lines? or step round to the post-office? In a word, will you do any thing at all,",? Do you pay my wages? Do you pay my bills? Do you pay my debts? Do you pay my taxes? Do you pay my wages? Do you pay my bills? Do you pay my debts? Do you pay my taxes? Do you pay my wages? Do you pay my bills? Do you pay
booktection_04316_A.txt,booktection,1,member,0,1.0,0.24230769230769234,9.524424169627971e-32,"“In a nutshell, he’s not a sadist, Ana. He’s an angry, frightened, brilliant young man, who was dealt a shit hand of cards when he was born. We can all beat our breasts about it, and analyze the who, the how and the why to death—or Christian can move on and"," decide how he wants to live. He’d found something that worked for him for a few years, more or less, but since he met you, it no longer works. And as a consequence, he’s changing his modus operandi. You and I have to respect his choice and support him in it.”"," live his life. But the truth is, he’s not a sadist. He’s a man who has been beaten, and he’s angry. He’s angry because he’s been beaten, and he’s angry because he’s been beaten, and he’s angry because he’s been beaten. He’s angry because he"
booktection_14245_A.txt,booktection,0,non_member,0,1.0,0.23131672597864772,0.0,"Coming around, Deep-Throat  On my mark, bank to starboard. Over. Ryder fell in behind the scout fighter and was lucky enough to get a quick weapons lock, which was confirmed by the telltale triple beep. In that instant, that nanosecond before his thumb could depress the joysticks"," firing pad, Ryder saw that the Ziu fighter had fired firstDeep-Throats Arrow exploded, an incredible fireball that Ryder was forced to fly into and through. He gulped back shockfought mind-numbing guilt and a momentary paralysis of total disbelief. Oh God  Dave  No time for this.",", he saw the fighter. The fighter that was going to shoot him down. The fighter that was going to shoot him down and end his life. He saw it coming, the fighter, and he reacted. He pushed the stick forward, gave the fighter a little bit of throttle, and let go. The fighter hit"
booktection_06151_A.txt,booktection,1,member,0,1.0,0.2957198443579766,9.63912178144614e-17,"Instead of taking the short-cut along the Sound we went down to the road and entered by the big postern. With enchanting murmurs Daisy admired this aspect or that of the feudal silhouette against the sky, admired the gardens, the sparkling odor of jonquils and the frothy odor of hawthorn and"," plum blossoms and the pale gold odor of kiss-me-at-the-gate. It was strange to reach the marble steps and find no stir of bright dresses in and out the door, and hear no sound but bird voices in the trees."," the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the grass, the green of the"
booktection_03329_A.txt,booktection,1,member,2,0.17370302975177765,0.3021276595744681,0.0,"The buccaneers weren't frightened now, and the colour returned to their faces. They began to laugh and talk. Then we continued walking and we arrived at the first of the tall trees. But it wasn't the right one. We went to the second tree; it wasn't Flint's. But the third"," tree was very tall, about two hundred feet high. We all knew that in the ground under that tree was the treasure!"," tree was. It was a tall tree, with a big trunk and a wide, flat top. It was a good tree. It was the right tree. We climbed up the tree. It was hard work, but we got up there. We looked down and saw the sea. It was a beautiful day. The"
