id,dataset,label,membership,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion,target_model,reference_model
booktection_11845_A.txt,booktection,0,non_member,0,1.0,0.22047244094488194,0.0,"William Christian Bullitt Jr., the United States Ambassador to France, sat behind his massive wooden desk. He did not stand to greet her. He did not even glance up from his paperwork. He was a hard, severe-looking man with a large forehead, dark unemotional eyes, and thick, bushy brows that"," seemed always scrunched in a perpetual frown. In his youth, he’d been a freethinker and somewhat of a radical."," hid his expression. He was a man of few words, and he was not about to start now. She was a tall, slim woman, with a long, lanky figure and a mop of curly dark hair that fell just to her shoulders. She wore a long black skirt, a white blouse, and a dark",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_10705_A.txt,booktection,0,non_member,0,1.0,0.17905405405405406,9.820316081133905e-32,"Echo was staggered by the savage spectacle and the delight they took in an execution. Arriving at her familys side, she stood with them, ready to die if need be. Cho, the eldest female, attacked from the side. She picked Echo up, lifting her above her head. Despite her weight, she", threw her with ease. It was Echos first fight and her first experience of pain.," was able to hold her up. Cho then turned her around, and swung her over her shoulder. She then turned her around again, and swung her over her shoulder. Cho then turned her around again, and swung her over her shoulder. Cho then turned her around again, and swung her over her shoulder. Cho then",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_05340_A.txt,booktection,1,member,0,1.0,0.2990936555891238,1.1620145264002782e-28,"This was a most unpleasant thought for Grenouille. It frightened him beyond measure to think that once he did possess the scent that he did not yet possess, he must inevitably lose it. How long could he keep it? A few days? A few weeks? Perhaps a whole month, if he perfumed himself very"," sparingly with it? And then? He saw himself shaking the last drops from the bottle, rinsing the flacon with alcohol so that the last little bit would not be lost, and then he saw, smelled, how his beloved scent would vanish in the air, irrevocably, forever. It would be"," carefully. But then, if he perfumed himself very carefully, he would have to perfume himself very carefully again, and again, and again, and then he would have to perfume himself very carefully indeed, and then he would have to perfume himself very carefully indeed, and then he would have to perfume himself very carefully indeed",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_04724_A.txt,booktection,1,member,1,0.17639760673046112,0.32835820895522383,0.0,"He, Harry, had broken Wizard law just like Sirius Black. Was inflating Aunt Marge bad enough to land him in Azkaban? Harry didn’t know anything about the wizard prison, though everyone he’d ever heard speak of it did so in the same fearful tone. Hagrid, the Hogwarts gamekeeper,"," had spent two months there only last year. Harry wouldn’t soon forget the look of terror on Hagrid’s face when he had been told where he was going, and Hagrid was one of the bravest people Harry knew."," had told him about it, but he’d only mentioned it in passing, and Harry had barely heard him. He’d been so busy listening to Hagrid talk about the magic in the forest. Harry had asked him about Azkaban, but Hagrid hadn’t known anything about it. He’d said that it was",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_12201_A.txt,booktection,0,non_member,0,1.0,0.2638297872340426,3.847945012546664e-20,"I’d like to slice off this Prue McCullen’s plait, which might once have been golden or ebony and a source of pride but is now white and wiry. Weight has settled on her breasts and around her trunk, although her arms and legs are skinny. She’s wearing pale blue tracksuit bottoms,", cheap and unsuitable for her age but I presume easy to slip on and off if she needs to get to the loo in a hurry., a white T-shirt and a black jacket. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra. She’s not wearing a bra,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_14954_A.txt,booktection,0,non_member,1,0.042082011699676514,0.2442748091603053,1.401298464324817e-45,"Brads having sex! Great: my brother has arrived, right on schedule, to ruin my life. I jerk away from Celine, stomp over to the slightly ajar door (that absolute pervert freak), and shove it wide open. Masons already running downstairs. I turn around. Celines eyes are"," wide and unfocused, her chest is heaving, and for a second, I forget to be pissed because Im very pleased with myself. Hey, I murmur. She blinks hard, presses her lips together, and stands up. Crap. We shouldgo downstairs. Probably. Im going to creep into Mason"," wide, her mouth hanging open. I can see the same look on her face as I saw on my brother's. ""What?"" I ask, trying to keep my voice steady. ""You're...you're...you're...you're...you're...you're...you're...you're...you're",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_05132_A.txt,booktection,1,member,0,1.0,0.210727969348659,0.0,"Will had been relaxed and happy in there, oddly enough. They had not given him a second look. They had done a few quads, they said, which explained the ease with which they had handled him. They were surprised when Will said he could feel the needle. Six weeks earlier they had finished inking a", paraplegic who had had trompe l’oeil bionics inked the whole way down one side of his leg.," new tattoo on his arm. It was a simple design, a small circle with a small cross inside. It was a symbol of his faith. He had been in the church for a year. He had been baptized. He had been confirmed. He had been a member of the choir. He had been a member of",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_01483_A.txt,booktection,1,member,1,0.270884245634079,0.2651162790697674,1.5387689386581194e-11,"""I was talking about smoke! Don't you want to be rescued? All you can talk about is pig, pig, pig!"" ""But we want meat!"" ""And I work all day with nothing but Simon and you come back and don't even notice the huts!"" ""I was working too--"" ""But"," you like it!"" shouted Ralph. ""You want to hunt! While I--"" They faced each other on the bright beach, astonished at the rub of feeling."," you don't even notice the huts!"" ""I was working too--"" ""But you don't even notice the huts!"" ""I was working too--"" ""But you don't even notice the huts!"" ""I was working too--"" ""But you don't even notice the huts!"" """,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_06125_A.txt,booktection,1,member,0,1.0,0.23193916349809884,1.4169143729816697e-35,"The idea staggered me. I remembered, of course, that the World’s Series had been fixed in 1919, but if I had thought of it at all I would have thought of it as a thing that merely  happened,  the end of some inevitable chain. It never occurred to me that", one man could start to play with the faith of fifty million people—with the single-mindedness of a burglar blowing a safe.," it might have been done by a group of men who had been hired to do it. I had never heard of it, and I had never thought of it as a possibility. I had never thought of it as a possibility. I had never thought of it as a possibility. I had never thought of it as a",Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
booktection_12281_A.txt,booktection,0,non_member,0,1.0,0.25560538116591924,2.1269174450334172e-36,"Nick can feel the hard length of him against his stomach and groans. Andy gasps. This feel okay? Nick asks. Yeah. Feels good. Me too. Why did you think youd be bad at this? I said Id be bad at sex. This isnt sex. If you touched my dick,"," it would be in about three seconds. Andy laughs, but then his expression sobers. Is that what you want me to do?", I couldnt help it. I couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help it? You couldnt help,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-0.5B
