file_name,book_id,option,answer,length,label,membership,text_hash,target_model,reference_model,run_length,edit_similarity,p_rlb,p_esb,log_p_esb,membership_probability,membership_threshold,suspicious,prefix,ground_truth,target_completion
booktection_05136_A.txt,Me_Before_You_-_Jojo_Moyes,A,A,medium,1,member,dbb9c3b34e663ee952d52abc4139e94f,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2640845070422535,1.0,0.0,-169.0127433668822,0.4882753786452314,0.7501260772391134,False,"I lowered Will’s chair, got him inside, and made him a warm drink. I changed his shoes and trousers, put the beer-stained ones in the washing machine, and got the fire going. I put the television on, and drew the curtains so that the room grew cozy around us—perhaps cozier","for the time spent out in the cold air. But it was only when I sat in the living room with him, sipping my tea, that I realized he wasn’t talking—not out of exhaustion, or because he wanted to watch the television. He just wasn’t talking to me.","than it had been in weeks, since the accident that had left Will reliant on me for almost everything. As the flames crackled to life and the warm glow of the TV illuminated his face, I could see the tension in his shoulders begin to ease. He let out a deep sigh, and I knew that for a"
booktection_06746_A.txt,Things_Fall_Apart_-_Chinua_Achebe,A,A,medium,1,member,66491912d093a92ea7400594af76bce3,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2934782608695652,1.0,0.0,-151.03344243770698,0.4965085327272993,0.7501260772391134,False,"Okonkwo ate the food absent-mindedly. 'She should have been a boy,' he thought as he looked at his ten-year-old daughter. He passed her a piece of fish. ""Go and bring me some cold water,"" he said. Ezinma rushed out of the hut, chewing the fish, and soon returned with a","bowl of cool water from the earthen pot in her mother's hut. Okonkwo took the bowl from her and gulped the water down. He ate a few more pieces of plantain and pushed the dish aside. ""Bring me my bag,"" he asked, and Ezinma brought his goatskin bag from the far end of the hut.","calabash of cold water from the nearby stream. Okonkwo took a sip, feeling the cool liquid soothe his parched throat. He couldn't help but think about how different his life would be if Ezinma were a boy. He would have had a son to inherit his title and carry on"
booktection_04306_A.txt,Fifty_Shades_Darker_-_E_L_James,A,A,medium,1,member,7ab777419ee3a9edae41c9c10a153b08,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.274074074074074,1.0,0.0,-158.02805317239836,0.48652099268031906,0.7501260772391134,False,"I switch on the desk lamp and focus the light on her picture. I don’t even know her name. She looks so much like him but younger and sadder and all I feel, looking at her sor-rowful face, is compassion. I try to see the similarities between her face and","mine. I squint at the picture, getting really, really close, and see none. Except maybe our hair, but I think hers is lighter than mine. I don’t look like her at all. It’s a relief.","his, but it's not just the shape of their eyes or the curve of their noses that draws my attention. It's the depth of emotion that seems to emanate from her, a sense of longing and loss that I've seen in his eyes too, though he's always tried to hide it behind a mask of"
booktection_13563_A.txt,The_Darkness_Before_Them_-_Matthew_Ward,A,A,medium,0,non_member,188cd0d9ce07d75131d9ab975ff44caf,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2571428571428571,1.0,0.0,-173.53994965658057,0.4882753786452314,0.7501260772391134,False,"“The Eternity King too requires an explanation,” said the thin, darkly handsome man standing opposite Salenna. The lopsided shrug of his heavy scarlet robes oozed self-deprecation, a display of effortless charm Damant would have found more compelling had it not so plainly been rehearsed. Emissaries of the throne were seldom","given to spontaneity. For all his cultivated diffidence, Julan Aroth wielded the greatest power of those present, for he reported to the Voice of Caradan Diar – which was as good as speaking directly with the deathless king as made no difference. Indeed, no one had spoken with the Eternity King in living memory – not for many Ages of Fire – for his","so forthcoming with their intentions, and Damant's instincts screamed that this man's words were laced with hidden agendas. The Eternity King, a figure shrouded in mystery and speculation, was not a topic one would expect to be broached so casually, especially not by an emissary of the throne."
booktection_13980_A.txt,The_Summer_of_Songbirds_-_Kristy_Woodson_Harvey,A,A,medium,0,non_member,439610a40112760724c8e3e2d518c4ce,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.23693379790940772,1.0,0.0,-187.03082686848938,0.4882753786452314,0.7501260772391134,False,"My eyes widened. How could he just walk away from in-progress builds without any legal counsel? And why wouldnt you have told me after you found out? Is there something else going on? She took a deep breath. Lanier, you know this is hard. Theres so much I cant say.","I crossed my arms. I knew I was deflecting. I should have been directing my anger at Bryce. But instead, it came spewing out at the one person who always had my back. I know you know something. Youre supposed to be my best friend! I expected her to apologize.","""I understand that, but this is huge,"" I pressed, trying to keep my voice down despite the frustration rising up inside me. ""Those builds are worth millions, and just abandoning them like that... it doesn't make any sense. What's going on that you can't tell me?"" I took a step closer to"
booktection_13165_A.txt,In_the_Silence_of_Decay_-_Lisa_Boyle,A,A,medium,0,non_member,d120a02e0125cdaf3098e687ce047abc,llama-3.3-70b-versatile,EleutherAI/pythia-410m,2,0.2473867595818815,1.5791670193721075e-08,0.0,-178.5166361834854,0.514942045311898,0.7501260772391134,False,"Willa Yazzie had always been an especially small girl. Thin hair. Small eyes, small chin. Small footprints. She had been a nerd of all sorts, cycling through all the hobbies and interests that could make a kid an outcast until finally finding drugs. She was polite and apologetic. Folding into","herself until you couldn’t tell the difference between her and a gust of wind. She had been Linda’s best friend for years, and now Wayne stood at the door to her trailer with Molly by his side, ready to tell this whisper of a woman that her friend was dead. He was sure she hadn’t heard.","herself when spoken to, as if trying to take up even less space. Her voice was barely above a whisper, and she often trailed off mid-sentence, leaving the listener to fill in the gaps. It was as if she was constantly seeking permission to exist, to take up air and space in a world"
booktection_05901_A.txt,The_Chronicles_of_Narnia_The_Voyage_of_the_Dawn_Traider_-_C_S_Lewis,A,A,medium,1,member,ed4e15a01059a16b1656342293bb9087,llama-3.3-70b-versatile,EleutherAI/pythia-410m,3,0.38645418326693226,8.925837846618379e-10,0.0,-156.53574626054615,0.9209809790835408,0.7501260772391134,True,"“But just as I was going to put my feet into the water I looked down and saw that they were all hard and rough and wrinkled and scaly just as they had been before. Oh, that’s all right, said I, it only means I had another smaller suit on","underneath the first one, and I’ll have to get out of it too. So I scratched and tore again and this underskin peeled off beautifully and out I stepped and left it lying beside the other one and went down to the well for my bathe.","underneath the one I took off, and I'll just have to take that one off too. So I started to peel it off, but it was stubborn and wouldn't budge. I tugged and pulled, but it seemed to be stuck to me like a second skin. I was starting to get frustrated,"
booktection_13675_A.txt,The_Housekeepers_-_Alex_Hay,A,A,medium,0,non_member,0bc7a2939d18dbee293a133261efd2cf,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.2607142857142857,1.0,0.0,-175.5488992249593,0.4882753786452314,0.7501260772391134,False,"As what? Jane-two considered it. Helen of Troy. Jane-one snorted. Oh, very good. Heres your wooden horse. She rolled the next box, filled to the brim with treasures, along the tracks theyd laid down the corridor, and ran a quick hand through her hair. Dont stop, she told herself. Not","even for a minute. She didnt need to look at the clock. She knew what it would say. Midnight was fast approaching. We need to speed up, she muttered. * * * Alice had recognized the man in the mews lane the second she saw him. He had come without his usual companion.","now, not when they were so close to getting everything out. She glanced over at Jane-two, who was still pondering her question. As what, indeed? A goddess, perhaps, or a warrior queen? Jane-one smiled wryly to herself. They'd had this conversation before, about how they'd present"
booktection_12507_A.txt,A_Spell_of_Good_Things_-_Ayobami_Adebayo,A,A,medium,0,non_member,61ab5fde12a481a58dcca4cf1964cd91,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.28437500000000004,1.0,0.0,-147.55508775264025,0.48344406960339603,0.7501260772391134,False,"The white car swung out into the street and sped off. He stood there, watching it go. What if many of the big men who worshipped here came to church in cars that had tinted windows? The next car to come out of the church was identical to the first,","but the drivers window was rolled all the way down. When it slowed to a stop, nil stuck his bowl inside the window and pointed at the sign on his chest. The driver, who wore a plain white T-shirt, scoffed before hunching over the steering wheel to look past nil at the lane to his left.","except for the license plate number. He jotted it down in his notebook, his mind racing with possibilities. This could be more than just a coincidence. He watched as the second car disappeared into the distance, wondering if he was onto something. The church's parking lot was still filled with cars, and he noticed that"
booktection_04630_A.txt,Harry_Potter_and_the_Half-Blood_Prince_-_JK_Rowling,A,A,medium,1,member,ccf23a82758aa8fbe7c9d32864a3c722,llama-3.3-70b-versatile,EleutherAI/pythia-410m,0,0.3098591549295775,1.0,0.0,-157.9144569809432,0.5945566061845131,0.7501260772391134,False,"Ogden hurtled up the path and erupted onto the main lane, his arms over his head, where he collided with the glossy chestnut horse ridden by a very handsome, dark-haired young man. Both he and the pretty girl riding beside him on a gray horse roared with laughter at the","sight of Ogden, who bounced off the horse’s flank and set off again, his frock coat flying, covered from head to foot in dust, running pell-mell up the lane.","sudden and unexpected apparition of Ogden, who stumbled backward, his arms still waving wildly as he struggled to regain his balance. The young man, still chuckling, leaned forward in his saddle and reached out to steady Ogden, his eyes crinkling at the corners as he grinned. ""Steady"
