file_name,file_path,book_id,length,label,estimated_membership,prefix,ground_truth,generated,run_length,edit_similarity,first_word_match,token_overlap,prefix_words,continuation_words
booktection_09864_A.txt,dataset/raw/booktection/booktection_09864_A.txt,The_Picture_of_Dorian_Gray_-_Oscar_Wilde,large,1,member,He waited for people to come to him. But he always made an exception in favor of Dorian Gray. There was something about Dorian that charmed everybody. It was a pleasure even,"to see him. ""What can I do for you, Mr. Gray?"" he said, rubbing his fat freckled hands. ""I thought I would do myself the honor of coming round in person. I","to be in his presence. He was so full of life, so full of hope, so full of love. He was so full of everything that was good and beautiful and true. He was so full of everything that was human. He was so full of everything that was human that he was able to make everybody feel",1,0.027842227378190254,1,0.17857142857142858,32,32
booktection_08552_A.txt,dataset/raw/booktection/booktection_08552_A.txt,Lust_for_Life_-_Irving_Stone,large,1,member,The Borains ought not to believe a word he said; they ought not to come to his sermons or accept his leadership. His whole easy life gave the lie to his words.,"He had failed again, more miserably than ever before! Well, he had only two choices; he could get out of the Borinage, run under the cover of night before they realized what","He was a man of the world, and he had lived in the world. He had been a man of the world, and he had lived in the world. He had been a man of the world, and he had lived in the world. He had been a man of the world, and he had lived in",1,0.049019607843137254,1,0.15384615384615385,32,32
booktection_07529_A.txt,dataset/raw/booktection/booktection_07529_A.txt,David_Copperfield_-_Charles_Dickens,large,1,member,"She was evidently still afraid of Miss Betsey, for she sent her grateful duty to her but timidly; and she was evidently afraid of me, too, and entertained the probability of my","running away again soon: if I might judge from the repeated hints she threw out, that the coach-fare to Yarmouth was always to be had of her for the asking. She gave","being a spy, for she did not dare to look at me, but kept her eyes fixed on the floor. I was not surprised at this, for I had seen her look at me in the same manner when I first came to the house. I was not surprised at this, for I had seen her look at",0,0.07194244604316546,0,0.2857142857142857,32,32
booktection_11867_A.txt,dataset/raw/booktection/booktection_11867_A.txt,The_Paris_Housekeeper_-_Renee_Ryan,small,0,non_member,A more thorough search revealed signs of the previous owners. A monogrammed handkerchief at the back of a drawer. A child’s paper doll crushed under the sofa’s cushions. Something shiny from beneath,"the armoire had her crouching down and pulling free a small book of some kind. With it caught between her splayed fingers, the heaviness indicated a precious metal had been forged for","the bed. A pair of old, worn-out shoes. A few other things. But nothing that would have been left behind by a family of four. The house was empty. The previous owners had moved on. The house was for sale. The house was for sale. The house was for sale. The house was",1,0.035634743875278395,1,0.21428571428571427,32,32
booktection_15782_A.txt,dataset/raw/booktection/booktection_15782_A.txt,The_Only_One_Left_-_Riley_Sager,large,0,non_member,"She notices, of course, and nods for me to hit the typewriters return bar. I do, quickly and abruptly, making sure theres no contact between us. In response, Lenora types out three","small but meaningful words. dont be scared Another nod from her. Another swift swipe of the return bar from me, allowing Lenora to type another line. i cant hurt you If the","words: I love you. I look up at her, and she looks back at me. I dont know what to say. I dont know what to do. I dont know what to think. I dont know what to feel. I dont know what to say. I dont know what to do. I dont know",0,0.015113350125944584,0,0.25,32,32
booktection_10638_A.txt,dataset/raw/booktection/booktection_10638_A.txt,Business_or_Pleasure_-_Rachel_Lynn_Solomon,small,0,non_member,"Not exactly, she says. I, um, took on two new clients? Noemie. Her sad smile reminds me of how she looked when she told me she wasnt going to study journalism anymore.","That public relations was a better fit for her, and the journalism job market terrified her. I know. Im going to do it. After this project. I swear. She takes a sip","She was so disappointed. I was too. I wasnt going to study journalism anymore, either. I was going to study English. I wasnt sure why. I just thought it was a better choice. I wasnt sure if I was going to be a writer or not. I wasnt sure if I was",0,0.03414634146341464,0,0.3103448275862069,32,32
booktection_04273_A.txt,dataset/raw/booktection/booktection_04273_A.txt,Fear_of_Flying_-_Erica_Jong,medium,1,member,"I pulled my suitcase in and closed the door. I fiddled awhile with the lock before being able to work it. Finally, I sank down on the bed and began to cry.","I was conscious of wanting to cry passionately and without restraint, of wanting to weep a whole ocean of tears and drown. But even my tears were blocked. There was a peculiar",I was so angry with my husband. I had been trying to get pregnant for two years and nothing. I was so angry with him. I had been trying to get pregnant for two years and nothing. I was so angry with him. I had been trying to get pregnant for two years and nothing. I was so,2,0.0625,1,0.20833333333333334,32,32
booktection_13687_A.txt,dataset/raw/booktection/booktection_13687_A.txt,The_Housekeepers_-_Alex_Hay,medium,0,non_member,"The first family in the land, bound as tightly in blood and bond as any she paused, casting around for the right words tradesman and his daughter. Miss de Vries took this","flank attack with a thin smile. Indeed. So her safety is of paramount importance. We have our own policemen at the palace, you understand. The moment stretched, longer and longer. And then,","as a sign that she was to be allowed to speak, and she did so with a certain amount of enthusiasm. ""I am sure that you will be very happy here, Miss de Vries,"" she said. ""I am sure that you will be very happy here, Miss de Vries,"" she said. """,0,0.037122969837587005,0,0.20689655172413793,32,32
booktection_14851_A.txt,dataset/raw/booktection/booktection_14851_A.txt,Hedge_-_Jane_Delury,large,0,non_member,"Stop checking my phone, Ella said. How did you know? Maud said. You left the browser open. You do that every time. Do you think Im doing drugs or something? No, Maud","stuttered. Its a habit from when you were sick and your dad and I wanted to make sure everything was okay. Well, he was better at it, Ella said with a withering",said. I just like to see what people are doing. I dont think its that bad. I think its pretty cool. I dont know. I dont like it. I dont know why. I just dont like it. I dont know. I dont know. I dont know. I dont know. I dont know,0,0.041025641025641026,0,0.1724137931034483,32,32
booktection_00035_A.txt,dataset/raw/booktection/booktection_00035_A.txt,A_Game_of_Thrones_-_George_R._R._Martin,small,1,member,""" The three men-at-arms exchanged uncertain looks. ""Our lord is honored by his trust,"" one of them said hesitantly. ""I envy your father all these fine friends,"" Lannister quipped, ""but I do","not quite see the purpose of this, Lady Stark."" She ignored him, turning to the large party in blue and grey. They were the heart of the matter; there were more than","not envy your father the way he has treated you. ""You have been a good son to him, Ser Barristan,"" the other man said. ""I have done my duty, my lord. ""And you have done well,"" Lannister said. ""You have earned your freedom. ""I have earned my",1,0.05925925925925926,1,0.18518518518518517,32,32
booktection_10005_A.txt,dataset/raw/booktection/booktection_10005_A.txt,The_Secret_Diary_of_Adrian_Mole_-_Sue_Townsend,large,1,member,Pandora says that with luck she’ll be home by Thursday. Our lines of communication have been cut. He shouted down to ask whom I was phoning. I told a lie. I said,I was phoning the speaking clock. She should be home around midnight. She said that due to electrification of the track at Flitwick she would be delayed. Went home to find a,I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said I was calling my mother. I said,2,0.028037383177570093,1,0.11538461538461539,32,32
booktection_16112_A.txt,dataset/raw/booktection/booktection_16112_A.txt,Titanium_Noir_-_Nick_Harkaway,large,0,non_member,"So I get into the private space and look around. Detective Nat FeltonLiz calls him Nathaniel every single timelikes a wet shave, a spearmint toothpaste and dark-coloured towels, and when I get","out of the bathroom and Im thinking I might just have a quick look along the hall, his wife is holding a gun on me, dead steady and not amused at all.","to the private space, I'm like, ""What the hell is this?"" I'm like, ""What the hell is this?"" I'm like, ""What the hell is this?"" I'm like, ""What the hell is this?"" I'm like, ""What the hell is this?"" I'm like,",0,0.02247191011235955,0,0.06896551724137931,32,32
booktection_13851_A.txt,dataset/raw/booktection/booktection_13851_A.txt,The_Paris_Housekeeper_-_Renee_Ryan,medium,0,non_member,"Now her mind was on her father. If he were alive, he would have stood among the other veterans of the Great War, his medals pinned to his suit coat. Like them,","he would have openly wept. He’d once been so proud of his German ancestry, passed down through his mother. But that had been before he’d gone to war for France. Before his","he would have been there to see his daughter's triumph. She could almost hear his voice, low and deep, as he said, ""Well done, my girl. I'm proud of you."" She loved and respected her father, even though he was dead. She wished he was here to see this. She wished",3,0.08775981524249422,1,0.2962962962962963,32,32
booktection_02564_A.txt,dataset/raw/booktection/booktection_02564_A.txt,The_Giver_Quartet_-_Lois_Lowry,small,1,member,"Finally the obstruction of the piled snow was too much for the thin runners of the sled, and he came to a stop. He sat there for a moment, panting, holding the","rope in his cold hands. Tentatively he opened his eyes—not his snow–hill–sled eyes, for they had been open throughout the strange ride. He opened his ordinary eyes, and saw that he was","reins in his hands, and then he began to cry. He cried for a long time, and he cried very hard. He cried because he was tired, and he cried because he was hungry, and he cried because he was cold, and he cried because he was afraid, and he cried because he was lonely,",0,0.02654867256637168,0,0.32,32,32
booktection_10869_A.txt,dataset/raw/booktection/booktection_10869_A.txt,Happy_Place_-_Emily_Henry,small,0,non_member,"It took me years to figure out what kind of clothes I like on my body, and now Im sticking with it. Another solar flarebright memory: Wyn and me lying in bed,","lamplight spilling over us, his hair a mess, that one obstinate lock on his forehead. His mouth presses to the curve of my belly, then the crease of my hip. He whispers","watching the news, and I said, I dont want to be a doctor. I want to be a fashion designer. I said it so casually, and Wyn said, Youre going to be a fashion designer. I said, I dont know. I dont know what I want to do. I said, I want",0,0.034912718204488775,0,0.1111111111111111,32,32
booktection_16247_A.txt,dataset/raw/booktection/booktection_16247_A.txt,We_Could_Be_So_Good_-_Cat_Sebastian,large,0,non_member,Its been years: Bailey clearly means him no harm and has managed to be discreet enough that Nicks queerness isnt the talk of the Chronicle. But Baileys presence sets Nicks teeth on,"edge and somehow its worse because Bailey is trying to be decent. A week after that awful meeting at the baths, he cornered Nick in the cafeteria and gave him a business","edge. He cant help but think of the way Bailey looks at him, the way he moves, the way he talks. He cant help but think of the way Bailey looks at him, the way he moves, the way he talks. He cant help but think of the way Bailey looks at him, the way he",1,0.052132701421800945,1,0.20689655172413793,32,32
booktection_00836_A.txt,dataset/raw/booktection/booktection_00836_A.txt,Fifty_Shades_Of_Grey_-_E._L._James,small,1,member,"Why won’t he kiss me again? I pout at the thought. I don’t understand. Honestly, his surname should be Cryptic, not Grey. He climbs out of the car, walking with easy, long-legged","grace round to my side to open the door, ever the gentleman - except perhaps in rare, precious moments in elevators. I flush at the memory of his mouth on mine, and",strides. I’m not sure if I’m more excited or nervous. I’m not sure if I’m more excited or nervous. I’m not sure if I’m more excited or nervous. I’m not sure if I’m more excited or nervous. I’m not sure if I’m more excited or nervous. I’m,0,0.0,0,0.0,32,32
