file_name,file_path,dataset_family,source_dataset,split,language,label,estimated_membership,text_hash
WikiMIA_WikiMIA_length128_00000.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00000.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,49efe15d68d9e54c67b2eff27e25dfa5
WikiMIA_WikiMIA_length128_00001.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00001.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,18a3ac43946280d798ab91d29f807776
WikiMIA_WikiMIA_length128_00002.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00002.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,9fcb29134f71271b105bc134c9e39133
WikiMIA_WikiMIA_length128_00003.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00003.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,91aeb74bfb40c41406415458f838e9ff
WikiMIA_WikiMIA_length128_00004.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00004.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,42ab17eeea769b18fc07df8ee2904982
WikiMIA_WikiMIA_length128_00005.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00005.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,2bc914e66098abcf95fd6c0893e83d2a
WikiMIA_WikiMIA_length128_00006.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00006.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,0d0a03ef573b696fdbaa9456ff2a694c
WikiMIA_WikiMIA_length128_00007.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00007.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,bcd702f97f6745b5950dff5cf41ff4a8
WikiMIA_WikiMIA_length128_00008.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00008.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,059f3211bc1737b187740c46f9ce7420
WikiMIA_WikiMIA_length128_00009.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00009.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,eaa58847d27c0c9e5d11b496ebba8621
WikiMIA_WikiMIA_length128_00010.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00010.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,da1dbf41f5c6325aefeb979c7f1c50dc
WikiMIA_WikiMIA_length128_00011.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00011.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,fcc95269da4b4a7fd33880161dc40f9e
WikiMIA_WikiMIA_length128_00012.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00012.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,57876478b0ddc993292e87a7ad0a794a
WikiMIA_WikiMIA_length128_00013.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00013.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,afdf68e7c5b894afe3db4af9fb4ac8de
WikiMIA_WikiMIA_length128_00014.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00014.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,05665d487833ffbbb08473e8ce935c5e
WikiMIA_WikiMIA_length128_00015.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00015.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,f425ea4a93e74e68139d24509ea5b1ea
WikiMIA_WikiMIA_length128_00016.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00016.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,ee66f8c16480e20fc6c2f9133f8f7788
WikiMIA_WikiMIA_length128_00017.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00017.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,945bd6c07a64c3d0d6de8096711aac9f
WikiMIA_WikiMIA_length128_00018.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00018.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,19a59dadf0d6b906907b2fb9e26ef0df
WikiMIA_WikiMIA_length128_00019.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00019.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,571485010b301cee482c37a0bb805b28
WikiMIA_WikiMIA_length128_00020.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00020.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,dd9b26dd45c8c89aadb8c650b3ad00e3
WikiMIA_WikiMIA_length128_00021.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00021.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,bf91ad4e1ae9b3e36e86617fafd8ce9b
WikiMIA_WikiMIA_length128_00022.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00022.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,74047bd50c7f10a5854894e87419b8a3
WikiMIA_WikiMIA_length128_00023.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00023.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,75b182ef66fe0efcddd1627e3bca877c
WikiMIA_WikiMIA_length128_00024.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00024.txt,wikimia,WikiMIA,WikiMIA_length128,english,0,non_member,8bc33d360bc474112b144b4fb1188a81
WikiMIA_WikiMIA_length128_00025.txt,dataset/raw/wikimia/WikiMIA_WikiMIA_length128_00025.txt,wikimia,WikiMIA,WikiMIA_length128,english,1,member,72fa8d2ed35bf6123e4402e86eb0618f
