sample_id,book_id,label,position,target_word,normal_word_score,perturbed_word_score,relative_word_score,n_samples,normal_generated_words,perturbed_generated_words
BT_0000,1984_-_George_Orwell,1,1,he,0.7305798530578613,0.720949669679006,-0.9868184248351056,3,"['then', 'the', 'then']","[""I'd"", 'I', ""I'd""]"
BT_0000,1984_-_George_Orwell,1,2,was,1.0000001192092896,0.6993210713068644,-0.6993209809480974,3,"['was', 'was', 'was']","['knew', 'read', 'knew']"
BT_0000,1984_-_George_Orwell,1,3,arrested,0.7169161438941956,0.6254852414131165,-0.8724663798068459,3,"['a', 'a', 'a']","['able', 'able', 'able']"
BT_0000,1984_-_George_Orwell,1,4,he,0.6850873827934265,0.744287371635437,-1.086412302232893,3,"['in', 'in', 'in']","['and', 'and', 'and']"
BT_0000,1984_-_George_Orwell,1,5,had,0.8648369908332825,0.8049869338671366,-0.9307961304748992,3,"['has', 'has', 'has']","[""hasn't"", ""hadn't"", ""hasn't""]"
BT_0000,1984_-_George_Orwell,1,6,not,1.0,0.6630556583404541,-0.6630556517098977,3,"['not', 'not', 'not']","['been', 'been', 'been']"
BT_0000,1984_-_George_Orwell,1,7,been,0.6992584466934204,0.6992584466934204,-0.999999985699136,3,"['seen', 'seen', 'seen']","['seen', 'seen', 'seen']"
BT_0000,1984_-_George_Orwell,1,8,fed.,0.6329063177108765,0.6329063177108765,-0.9999999841998736,3,"['allowed', 'allowed', 'allowed']","['allowed', 'allowed', 'allowed']"
BT_0000,1984_-_George_Orwell,1,9,He,0.639868974685669,0.639868974685669,-0.9999999843718006,3,"['Properly', 'Properly', 'Properly']","['properly', 'Properly', 'properly']"
BT_0000,1984_-_George_Orwell,1,10,sat,0.6372925043106079,0.5752416253089905,-0.9026335825256928,3,"['was', 'was', 'was']","[""hadn't"", ""hadn't"", ""hadn't""]"
BT_0000,1984_-_George_Orwell,1,11,as,0.7019022107124329,0.7019022107124329,-0.9999999857530012,3,"['in', 'in', 'in']","['in', 'in', 'in']"
BT_0000,1984_-_George_Orwell,1,12,still,1.0,1.0,-0.9999999900000002,3,"['still', 'still', 'still']","['still', 'still', 'still']"
BT_0000,1984_-_George_Orwell,1,13,as,1.0,1.0,-0.9999999900000002,3,"['as', 'as', 'as']","['as', 'as', 'as']"
BT_0000,1984_-_George_Orwell,1,14,he,0.6243336200714111,0.6243336200714111,-0.9999999839829228,3,"['possible', 'possible', 'possible']","['possible', 'possible', 'possible']"
BT_0000,1984_-_George_Orwell,1,15,could,0.9452558159828186,1.0,-1.0579146644880626,3,"['could,', 'could,', 'could,']","['could', 'could', 'could']"
BT_0000,1984_-_George_Orwell,1,16,on,0.7120723724365234,0.6822122732798258,-0.9580659074931058,3,"['trying', 'trying', 'trying']","['and', 'possible', 'and']"
BT_0000,1984_-_George_Orwell,1,17,the,1.0,1.0,-0.9999999900000002,3,"['the', 'the', 'the']","['the', 'the', 'the']"
BT_0000,1984_-_George_Orwell,1,18,narrow,0.6336169242858887,0.6336169242858887,-0.9999999842175936,3,"['cold', 'cold', 'cold']","['cold', 'cold', 'cold']"
BT_0000,1984_-_George_Orwell,1,19,"bench,",0.9746567010879515,0.9746567010879515,-0.9999999897399772,3,"['bench', 'bench', 'bench']","['bench', 'bench', 'bench']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,1,I,0.7668706774711609,0.7923757235209147,-1.033258587746859,3,"['it”', 'it”', 'it”']","[""I'm"", ""I'm"", ""you're""]"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,2,know,0.6379987001419067,0.6563988924026489,-1.028840469374381,3,"['think”', 'think”', 'think”']","['think""', 'think""', 'think']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,3,the,0.7132184505462646,0.6741516590118408,-0.9452246349533604,3,"['that”', 'that”', 'that”']","[""you're"", ""you're"", ""you're""]"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,4,Soul,0.6967981259028116,0.6875802278518677,-0.986771049496278,3,"['answer', 'answer', 'reason']","['reason', 'reason', 'reason']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,5,of,0.746415376663208,0.6372224887212118,-0.8537102799687254,3,"['of', 'selects', 'selects']","['Keepers', 'Keeper', 'Keeper']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,6,the,0.6574427684148153,0.6931236386299133,-1.0542721912637467,3,"['Life', 'Man', 'Man']","['Fire', 'Fire', 'Fire']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,7,"World,",0.8275251189867655,0.7131025791168213,-0.8617292141810304,3,"['North', 'World', 'World""']","['Sea', 'Sea', 'Sea']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,8,because,0.6603351632754008,0.675279438495636,-1.02263133303366,3,"['which', 'is""', 'which']","['is', 'is', 'is']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,9,we,0.8049505352973938,0.6300377249717712,-0.7827036439101982,3,"['I', 'I', 'I']","[""I've"", ""I've"", ""I've""]"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,10,have,1.0,0.6984239816665649,-0.6984239746823252,3,"['have', 'have', 'have']","['talked', 'talked', 'talked']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,11,talked,1.0,0.8052362600962321,-0.8052362520438696,3,"['talked', 'talked', 'talked']","['met', 'met', 'talked']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,12,at,0.668804407119751,0.7025890350341797,-1.050514944353873,3,"['many', 'many', 'many']","['about', 'about', 'about']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,13,great,0.6269004344940186,0.6269004344940186,-0.9999999840485038,3,"['length', 'length', 'length']","['length', 'length', 'length']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,14,length,0.9710360765457152,0.9710360765457152,-0.9999999897017215,3,"['lengths', 'lengths', 'lengths']","['lengths', 'lengths', 'lengths']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,15,to,0.7287518382072449,0.7287518382072449,-0.9999999862779078,3,"['about', 'about', 'about']","['about', 'about', 'about']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,16,each,1.0,1.0,-0.9999999900000002,3,"['each', 'each', 'each']","['each', 'each', 'each']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,17,other,0.9657486279805502,1.0,-1.03546612511002,3,"['other.', 'other', 'other.']","['other', 'other', 'other']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,18,during,0.715259313583374,0.715259313583374,-0.9999999860190568,3,"['about', 'about', 'about']","['about', 'about', 'about']"
BT_0001,The_Alchemist_-_Paulo_Coelho,1,19,this,0.736229419708252,0.7272775173187256,-0.9878408658655852,3,"['my', 'my', 'my']","['the', 'my', 'my']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,1,Bates,0.6286399960517883,0.6286399960517883,-0.9999999840926446,3,"['of', 'of', 'of']","['of', 'of', 'of']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,2,"followed,",0.663212776184082,0.6464260220527649,-0.9746887206021722,3,"['was', 'was', 'was']","['smiled', 'smiled', 'smiled']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,3,with,0.7069839835166931,0.7069839835166931,-0.9999999858554082,3,"['closely', 'closely', 'closely']","['closely', 'closely', 'closely']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,4,a,0.6581234335899353,1.0,-1.5194717795573345,3,"['Oliver', 'Oliver', 'Oliver']","['a', 'a', 'a']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,5,thoughtful,0.6577426989873251,0.5885008573532104,-0.8947280590297673,3,"['certain', 'certain', 'candle']","['tray', 'tray', 'tray']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,6,countenance.,0.5621322393417358,0.5621322393417358,-0.9999999822105918,3,"['expression', 'expression', 'expression']","['expression', 'expression', 'expression']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,7,The,0.7436275482177734,0.6808873414993286,-0.9156295163820822,3,"['He', 'He', 'He']","['and', 'and', 'and']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,8,noise,0.6390202045440674,0.6451418399810791,-1.0095797054579554,3,"['boy', ""boy's"", ""boy's""]","['gentleman', 'gentleman', 'gentleman']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,9,of,1.0,1.0,-0.9999999900000002,3,"['of', 'of', 'of']","['of', 'of', 'of']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,10,footsteps,0.6677506566047668,0.6439843972524008,-0.9644084677995042,3,"['shuffling', 'shuffling', 'shuffling']","['their', 'the', 'the']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,11,on,0.6744687557220459,0.6744687557220459,-0.9999999851735164,3,"['echoed', 'echoed', 'echoed']","['echoed', 'echoed', 'echoed']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,12,the,1.0,1.0,-0.9999999900000002,3,"['the', 'the', 'the']","['the', 'the', 'the']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,13,creaking,0.5976192355155945,0.5976192355155945,-0.9999999832669376,3,"['stairs', 'stairs', 'stairs']","['stairs', 'stairs', 'stairs']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,14,"stairs,",0.9751111268997192,0.9751111268997192,-0.9999999897447588,3,"['stairs', 'stairs', 'stairs']","['stairs', 'stairs', 'stairs']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,15,a,0.6851312518119812,0.6778948903083801,-0.9894379779365738,3,"['echoed', 'echoed', 'echoed']","['grew', 'grew', 'grew']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,16,few,0.6327337026596069,0.6244539022445679,-0.9869142259225668,3,"['sound', 'sound', 'sound']","['door', 'door', 'door']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,17,minutes,0.6211217045783997,0.6211217045783997,-0.999999983900096,3,"['muffled', 'muffled', 'muffled']","['muffled', 'muffled', 'muffled']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,18,after,0.8257333040237427,0.8466625213623047,-1.0253462067995964,3,"['later,', 'later,', 'later,']","['later', 'later', 'later']"
BT_0002,Oliver_Twist_-_Charles_Dickens,1,19,the,0.7094217538833618,0.8745152354240417,-1.2327155437647714,3,"['brought', 'brought', 'brought']","['the', 'the', 'had']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,1,August,0.6250202655792236,0.6251001358032227,-1.0001277722133493,3,"['it', 'it', 'it']","['as', 'as', 'as']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,2,continues,0.692970871925354,0.7035937905311584,-1.0153295165538407,3,"['was', 'was', 'was']","['is', 'is', 'is']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,3,to,1.0,1.0,-0.9999999900000002,3,"['to', 'to', 'to']","['to', 'to', 'to']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,4,try,0.6138586401939392,0.6133661270141602,-0.9991976602763136,3,"['be', 'be', 'be']","['elude', 'elude', 'linger']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,5,and,1.0,0.6855215430259705,-0.6855215361707552,3,"['and', 'and', 'and']","['to', 'to', 'to']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,6,fail,0.6652753949165344,0.6140959660212199,-0.9230702976284902,3,"['find', 'find', 'find']","['get', 'interrupt', 'interrupt']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,7,and,0.6260322332382202,0.6855215430259705,-1.095025935852817,3,"['miserably', 'miserably', 'miserably']","['to', 'to', 'to']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,8,try,0.6567876935005188,0.6773857275644938,-1.0313617687331729,3,"['learn', 'learn', 'learn']","['get', 'get', 'interrupt']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,9,againand,0.8014440536499023,0.824070155620575,-1.0282316545806451,3,"['again', 'again.', 'again']","['again', 'again', 'again']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,10,eventually,0.697350800037384,0.8008193572362264,-1.1483737391705269,3,"['succeed.', 'succeed.', 'succeed.']","['eventually', 'succeed', 'succeed']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,11,hes,0.6508192420005798,0.6508192420005798,-0.9999999846347508,3,"['succeeds', 'succeeds', 'succeeds']","['succeeds', 'succeeds', 'succeeds']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,12,going,0.6880561709403992,0.6880561709403992,-0.999999985466303,3,"['able', 'able', 'able']","['able', 'able', 'able']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,13,to,1.0,1.0,-0.9999999900000002,3,"['to', 'to', 'to']","['to', 'to', 'to']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,14,get,0.6947166919708252,0.6947166919708252,-0.9999999856056432,3,"['succeed', 'succeed', 'succeed']","['succeed', 'succeed', 'succeed']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,15,it.,0.9135608673095704,0.9135608673095704,-0.999999989053822,3,"['it', 'it', 'it']","['it', 'it', 'it']"
BT_0003,Unfortunately_Yours_-_Tessa_Bailey,0,16,I,0.7095012068748474,0.7095012068748474,-0.9999999859055914,3,"['right', 'right', 'right']","['right', 'right', 'right']"
